booking_id,customer_name,no_of_ppl,no_of_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,date,total_price
HWA08228,Deborah Jackson,1,2,1,0,Single Room,11/4/2024,160
HWA08229,Michelle Clark,3,2,1,0,Deluxe Room,8/19/2024,360
HWA08230,Jennifer Wilson,1,2,1,0,Deluxe Room,9/29/2024,360
HWA08231,Carol Flores,1,5,1,0,Single Room,4/4/2024,400
HWA08232,Ruth Adams,1,5,0,0,Single Room,8/22/2024,250
HWA08233,Kimberly Lopez,1,4,1,0,Single Room,7/25/2024,320
HWA08234,Ryan Walker,1,3,1,0,Single Room,10/13/2024,240
HWA08235,William Clark,1,1,0,0,Single Room,4/2/2024,50
HWA08236,Ryan Hill,1,2,1,0,Single Room,11/20/2023,160
HWA08237,Kimberly Harris,1,2,1,0,Single Room,2/5/2024,160
HWA08238,Paul Jones,1,2,1,0,Single Room,6/20/2024,160
HWA08239,Kathleen Jackson,3,1,1,0,Family Room,5/26/2024,230
HWA08240,Thomas Hernandez,1,1,1,0,Single Room,9/18/2024,80
HWA08241,Frank Garcia,1,3,1,0,Single Room,3/31/2024,240
HWA08242,Emily Jones,1,3,0,0,Single Room,9/27/2024,150
HWA08243,Aaron Hall,1,1,1,0,Single Room,11/11/2024,80
HWA08244,Ruth Williams,3,4,1,0,Family Room,10/29/2024,920
HWA08245,Sharon Adams,1,1,0,0,Single Room,7/23/2024,50
HWA08246,Edward Brown,1,1,1,0,Single Room,4/1/2024,80
HWA08247,Kenneth White,1,2,1,0,Single Room,10/14/2024,160
HWA08248,Elizabeth Lewis,1,1,1,0,Double Room,8/20/2024,130
HWA08249,Julie Robinson,1,3,1,0,Deluxe Room,3/29/2024,540
HWA08250,Lisa White,1,1,1,0,Single Room,1/28/2024,80
HWA08251,Edward Rodriguez,1,1,1,0,Single Room,1/30/2024,80
HWA08252,Raymond Johnson,1,4,1,0,Single Room,8/19/2023,320
HWA08253,Michelle Martinez,2,1,1,0,Deluxe Room,5/21/2024,180
HWA08254,Joshua Perez,1,4,1,0,Single Room,8/12/2023,320
HWA08255,James King,1,1,1,0,Single Room,3/31/2024,80
HWA08256,Susan Jackson,1,2,1,0,Single Room,11/25/2024,160
HWA08257,Linda Clark,1,1,1,0,Single Room,9/25/2024,80
HWA08258,Thomas Hall,1,3,1,0,Single Room,11/23/2024,240
HWA08259,Melissa Hernandez,1,1,1,0,Single Room,1/18/2024,80
HWA08260,Steven Scott,1,3,1,0,Single Room,12/19/2024,240
HWA08261,Margaret Lewis,1,2,1,0,Single Room,5/31/2024,160
HWA08262,Deborah Adams,1,2,1,0,Single Room,10/2/2023,160
HWA08263,Patricia Clark,1,1,1,0,Single Room,5/21/2024,80
HWA08264,Joshua Martin,1,1,1,0,Deluxe Room,8/15/2024,180
HWA08265,Karen Perez,1,4,1,0,Single Room,3/29/2024,320
HWA08266,Michelle Brown,1,5,1,0,Single Room,9/20/2024,400
HWA08267,Scott Anderson,1,2,1,0,Single Room,9/18/2024,160
HWA08268,Emily Scott,1,1,1,0,Single Room,11/5/2024,80
HWA08269,Peter Lee,1,2,1,0,Single Room,6/3/2024,160
HWA08270,Kenneth Robinson,1,2,1,0,Single Room,12/5/2023,160
HWA08271,Carol Miller,1,3,1,0,Single Room,8/22/2024,240
HWA08272,Steven Hernandez,1,2,1,0,Single Room,9/30/2024,160
HWA08273,Karen Thomas,1,3,1,0,Single Room,9/22/2024,240
HWA08274,Jerry Rodriguez,1,2,1,0,Single Room,10/20/2023,160
HWA08275,Timothy Moore,1,1,0,0,Single Room,9/16/2024,50
HWA08276,Steven Moore,1,1,1,0,Single Room,8/20/2024,80
HWA08277,John Torres,1,1,1,0,Single Room,5/1/2024,80
HWA08278,Nancy Smith,1,2,1,0,Deluxe Room,9/30/2024,360
HWA08279,Sarah Scott,3,5,1,0,Deluxe Room,7/9/2024,900
HWA08280,William Smith,1,4,1,0,Single Room,6/13/2024,320
HWA08281,Jerry Allen,1,3,1,0,Single Room,9/9/2023,240
HWA08282,Christopher Wilson,2,2,1,0,Deluxe Room,1/8/2024,360
HWA08283,Michelle Young,1,2,1,0,Single Room,12/5/2024,160
HWA08284,Ashley Rodriguez,1,1,0,0,Single Room,12/5/2023,50
HWA08285,Thomas King,1,3,1,0,Double Room,1/14/2024,390
HWA08286,Helen Martin,1,3,1,0,Single Room,8/3/2024,240
HWA08287,Betty Brown,1,1,1,0,Single Room,11/5/2024,80
HWA08288,Cynthia Walker,1,4,1,0,Deluxe Room,11/11/2023,720
HWA08289,Andrew Hall,1,3,1,0,Single Room,11/3/2024,240
HWA08290,Julie Torres,1,2,1,0,Single Room,10/21/2024,160
HWA08291,Deborah Johnson,1,4,1,0,Single Room,6/12/2024,320
HWA08292,Robert Wright,1,2,1,0,Single Room,4/5/2024,160
HWA08293,Brian Scott,1,2,1,0,Single Room,11/4/2024,160
HWA08294,Susan Lopez,2,3,1,0,Deluxe Room,8/11/2024,540
HWA08295,Emily Garcia,1,1,1,0,Single Room,8/29/2023,80
HWA08296,Ruth Young,2,3,1,0,Deluxe Room,3/24/2024,540
HWA08297,James Adams,2,3,1,0,Deluxe Room,10/16/2024,540
HWA08298,Sharon Rodriguez,1,2,1,0,Single Room,7/14/2024,160
HWA08299,William Hall,1,3,1,0,Deluxe Room,10/3/2024,540
HWA08300,Deborah Hill,1,3,1,0,Single Room,5/30/2024,240
HWA08301,George Hernandez,2,5,1,0,Deluxe Room,5/21/2024,900
HWA08302,Emma Lee,1,1,1,0,Single Room,3/27/2024,80
HWA08303,Charles Thompson,2,3,1,0,Double Room,2/15/2024,390
HWA08304,Deborah Wilson,1,1,1,0,Single Room,10/26/2023,80
HWA08305,Julie Scott,1,4,1,1,Single Room,8/8/2024,320
HWA08306,Timothy Perez,1,5,1,0,Single Room,7/18/2024,400
HWA08307,Paul Thomas,1,3,1,0,Single Room,12/8/2024,240
HWA08308,Melissa Smith,1,2,0,0,Single Room,11/14/2024,100
HWA08309,Dennis Williams,1,2,0,0,Single Room,10/25/2024,100
HWA08310,Paul Thompson,1,5,1,0,Single Room,8/23/2024,400
HWA08311,Jessica Adams,1,14,0,0,Single Room,11/18/2024,700
HWA08312,Emily Garcia,1,3,1,0,Single Room,6/20/2024,240
HWA08313,Robert Scott,3,1,1,0,Deluxe Room,6/21/2024,180
HWA08314,Michelle Perez,1,1,1,0,Single Room,3/24/2024,80
HWA08315,Elizabeth Hall,1,5,1,0,Single Room,3/8/2024,400
HWA08316,Sharon Martinez,1,3,1,0,Deluxe Room,11/24/2024,540
HWA08317,David Adams,1,1,1,0,Deluxe Room,11/12/2024,180
HWA08318,Anthony Robinson,1,3,1,0,Single Room,8/15/2024,240
HWA08319,Karen Lopez,1,1,1,1,Single Room,11/14/2024,80
HWA08320,Susan Anderson,1,4,1,0,Deluxe Room,7/13/2024,720
HWA08321,Mary Wilson,1,3,1,0,Single Room,8/28/2024,240
HWA08322,Kevin Young,1,2,1,0,Single Room,8/14/2023,160
HWA08323,John Jackson,1,1,1,0,Single Room,9/4/2024,80
HWA08324,Stephanie Young,1,2,1,0,Single Room,11/18/2024,160
HWA08325,Kenneth Wilson,1,1,1,0,Deluxe Room,7/24/2024,180
HWA08326,William Thompson,1,1,1,0,Single Room,10/23/2024,80
HWA08327,Emily Allen,3,3,1,0,Deluxe Room,6/16/2024,540
HWA08328,Daniel Johnson,1,2,1,0,Single Room,8/14/2023,160
HWA08329,Stephanie Martin,1,2,1,0,Single Room,11/4/2024,160
HWA08330,David Torres,2,1,1,0,Deluxe Room,11/19/2024,180
HWA08331,Michelle Garcia,1,1,0,0,Single Room,4/17/2024,50
HWA08332,Scott Harris,2,2,1,0,Deluxe Room,2/26/2024,360
HWA08333,Gregory Flores,1,4,1,0,Single Room,11/16/2024,320
HWA08334,David Martinez,2,3,1,0,Deluxe Room,4/21/2024,540
HWA08335,Jason Williams,2,3,1,0,Double Room,5/5/2024,390
HWA08336,Kevin Lewis,1,3,1,0,Single Room,12/29/2024,240
HWA08337,Karen White,3,4,1,0,Deluxe Room,11/1/2024,720
HWA08338,Jerry Martinez,3,5,1,0,Deluxe Room,10/11/2024,900
HWA08339,Joseph Torres,1,1,1,0,Single Room,3/13/2024,80
HWA08340,Donald Miller,1,2,1,0,Single Room,9/18/2023,160
HWA08341,Joan Moore,1,1,Meal Plan 3,0,Single Room,9/23/2023,50
HWA08342,Samuel Young,1,4,1,0,Single Room,5/31/2024,320
HWA08343,Amanda Rodriguez,3,4,1,0,Deluxe Room,9/21/2024,720
HWA08344,Elizabeth Taylor,1,2,1,0,Single Room,10/14/2024,160
HWA08345,Kathleen Taylor,1,4,1,0,Single Room,9/9/2023,320
HWA08346,Raymond Hill,1,1,1,0,Single Room,12/15/2023,80
HWA08347,Mary Brown,1,2,1,0,Single Room,5/12/2024,160
HWA08348,Shirley Davis,1,1,1,0,Single Room,10/10/2024,80
HWA08349,Betty Wilson,1,1,1,0,Single Room,9/7/2023,80
HWA08350,Sarah Taylor,1,1,1,0,Single Room,4/6/2024,80
HWA08351,George Lee,1,2,1,1,Single Room,4/11/2024,160
HWA08352,Kathleen Flores,1,1,1,0,Single Room,10/3/2024,80
HWA08353,Donald Lee,1,3,1,0,Single Room,12/8/2024,240
HWA08354,Margaret Clark,1,2,1,0,Single Room,10/28/2024,160
HWA08355,Andrew Lee,1,2,1,0,Single Room,9/30/2024,160
HWA08356,Christopher Martinez,2,1,1,0,Double Room,7/16/2024,130
HWA08357,Ronald Lopez,2,2,1,0,Deluxe Room,9/5/2024,360
HWA08358,Dorothy Robinson,1,1,0,0,Single Room,2/16/2024,50
HWA08359,Daniel Torres,1,1,1,0,Single Room,12/3/2024,80
HWA08360,Daniel Flores,1,1,1,0,Single Room,10/29/2024,80
HWA08361,Elizabeth Hernandez,1,1,1,0,Single Room,10/17/2024,80
HWA08362,Jessica Flores,1,3,1,0,Single Room,2/1/2024,240
HWA08363,Jerry Hall,1,1,1,0,Single Room,11/25/2024,80
HWA08364,Sandra Jones,1,1,1,0,Single Room,4/17/2024,80
HWA08365,Lisa Wright,1,3,1,0,Single Room,4/26/2024,240
HWA08366,Cynthia Miller,1,2,0,0,Single Room,7/15/2024,100
HWA08367,Rebecca Walker,1,2,1,0,Single Room,9/19/2024,160
HWA08368,Matthew Smith,1,2,1,0,Single Room,9/4/2023,160
HWA08369,George King,1,5,1,0,Single Room,10/4/2024,400
HWA08370,Raymond Green,1,3,1,0,Single Room,6/9/2024,240
HWA08371,Jessica Young,3,3,1,0,Deluxe Room,10/3/2024,540
HWA08372,Stephanie Thompson,1,1,0,0,Single Room,5/8/2024,50
HWA08373,Deborah Wilson,1,4,1,0,Single Room,4/13/2024,320
HWA08374,Daniel Walker,1,3,1,0,Single Room,12/21/2023,240
HWA08375,Christopher Walker,1,2,1,0,Single Room,9/3/2023,160
HWA08376,Paul Jackson,1,1,0,0,Single Room,8/21/2024,50
HWA08377,Michelle Adams,1,3,1,0,Single Room,5/31/2024,240
HWA08378,Mark King,1,3,1,0,Single Room,2/4/2024,240
HWA08379,Susan Jackson,1,2,1,0,Single Room,11/25/2024,160
HWA08380,Emily Hall,1,3,1,0,Single Room,11/7/2024,240
HWA08381,Margaret Lee,1,2,1,0,Single Room,12/30/2024,160
HWA08382,Timothy Hill,1,7,1,0,Single Room,2/23/2024,560
HWA08383,Susan Young,1,2,1,0,Single Room,3/25/2024,160
HWA08384,Mary Brown,1,2,1,0,Single Room,2/25/2024,160
HWA08385,Cynthia Lewis,1,3,1,0,Single Room,8/5/2023,240
HWA08386,William Thomas,1,3,1,0,Single Room,3/7/2024,240
HWA08387,James Harris,1,3,1,0,Single Room,2/17/2024,240
HWA08388,Samuel Anderson,1,3,1,0,Single Room,3/17/2024,240
HWA08389,Dennis Hill,1,2,1,0,Deluxe Room,7/16/2024,360
HWA08390,Amanda Williams,2,4,1,0,Deluxe Room,10/3/2024,720
HWA08391,George Allen,1,1,1,0,Single Room,5/21/2024,80
HWA08392,Elizabeth Wilson,2,1,1,0,Deluxe Room,7/23/2024,180
HWA08393,Aaron Lopez,1,4,1,0,Single Room,12/23/2024,320
HWA08394,Anthony Wilson,1,2,1,0,Single Room,9/18/2023,160
HWA08395,Mark Walker,1,2,0,0,Single Room,9/9/2024,100
HWA08396,Emma Garcia,1,1,0,0,Single Room,2/14/2024,50
HWA08397,Raymond Thomas,3,1,1,0,Deluxe Room,4/25/2024,180
HWA08398,Kevin Smith,1,1,1,0,Single Room,6/26/2024,80
HWA08399,Helen Lopez,1,3,1,0,Single Room,10/13/2024,240
HWA08400,Sandra Johnson,1,5,1,0,Single Room,10/4/2024,400
HWA08401,John Miller,1,1,1,1,Single Room,4/18/2024,80
HWA08402,Mark Wilson,1,1,1,0,Single Room,6/8/2024,80
HWA08403,Stephanie Green,1,2,1,0,Single Room,10/21/2023,160
HWA08404,Dorothy Young,4,1,1,0,Family Room,8/25/2024,230
HWA08405,Gregory Johnson,2,4,1,0,Family Room,9/25/2024,920
HWA08406,Ruth Lopez,1,4,1,0,Single Room,7/11/2024,320
HWA08407,Scott Williams,2,2,1,0,Deluxe Room,9/2/2024,360
HWA08408,Scott Perez,1,1,1,1,Single Room,8/6/2023,80
HWA08409,Dorothy Garcia,1,1,1,1,Deluxe Room,1/24/2024,180
HWA08410,George Perez,1,1,1,0,Deluxe Room,9/17/2023,180
HWA08411,Lisa Smith,3,4,1,0,Deluxe Room,10/28/2023,720
HWA08412,Mark Green,1,2,1,0,Single Room,3/13/2024,160
HWA08413,Joan Hall,1,1,1,0,Double Room,3/8/2024,130
HWA08414,Jennifer Jones,1,5,1,0,Single Room,8/9/2024,400
HWA08415,Henry Williams,1,1,1,0,Single Room,2/13/2024,80
HWA08416,Frank Johnson,1,1,1,0,Single Room,7/7/2024,80
HWA08417,Andrew Allen,1,1,0,0,Single Room,7/6/2024,50
HWA08418,Steven Green,1,3,1,0,Single Room,7/4/2024,240
HWA08419,Donald Thomas,1,2,1,0,Single Room,10/19/2023,160
HWA08420,Paul Harris,2,9,1,0,Deluxe Room,7/6/2024,1620
HWA08421,Scott Lee,3,2,1,0,Deluxe Room,2/12/2024,360
HWA08422,Michelle Adams,1,4,1,0,Single Room,6/14/2024,320
HWA08423,Linda Rodriguez,1,2,1,0,Single Room,12/2/2024,160
HWA08424,Paul Davis,3,1,1,0,Family Room,8/13/2024,230
HWA08425,Samuel King,5,2,1,0,Family Room,4/29/2024,460
HWA08426,Melissa Adams,1,2,0,0,Single Room,8/31/2024,100
HWA08427,Jason Torres,1,1,1,0,Single Room,12/24/2024,80
HWA08428,Frank Robinson,1,1,1,0,Single Room,8/12/2024,80
HWA08429,Robert Green,1,3,1,0,Single Room,3/24/2024,240
HWA08430,Jeffrey Jones,1,1,1,0,Single Room,12/5/2023,80
HWA08431,Robert Hernandez,1,3,0,0,Single Room,9/1/2024,150
HWA08432,Henry Young,2,1,1,0,Family Room,5/7/2024,230
HWA08433,Sharon Lewis,1,2,1,0,Single Room,3/31/2024,160
HWA08434,Judith Thompson,1,1,1,0,Single Room,8/28/2024,80
HWA08435,Linda Adams,1,1,1,0,Deluxe Room,12/4/2024,180
HWA08436,Anthony White,1,2,1,0,Deluxe Room,4/22/2024,360
HWA08437,Steven Perez,1,3,1,0,Single Room,12/8/2024,240
HWA08438,Margaret Garcia,1,2,1,0,Single Room,10/28/2023,160
HWA08439,Thomas Taylor,1,2,1,0,Single Room,6/24/2024,160
HWA08440,Thomas Lewis,1,3,1,0,Single Room,7/11/2024,240
HWA08441,Donna Green,1,1,1,0,Single Room,12/12/2023,80
HWA08442,Betty Scott,1,1,1,0,Single Room,4/9/2024,80
HWA08443,Elizabeth Allen,1,2,1,0,Single Room,5/23/2024,160
HWA08444,Kevin White,1,1,0,0,Single Room,11/12/2024,50
HWA08445,Judith Walker,1,1,1,0,Single Room,2/15/2024,80
HWA08446,David Perez,1,2,1,0,Single Room,5/24/2024,160
HWA08447,Ronald Martinez,1,3,1,0,Single Room,5/13/2024,240
HWA08448,Aaron Brown,1,3,1,0,Single Room,6/23/2024,240
HWA08449,Michael Lopez,1,3,0,0,Single Room,10/27/2024,150
HWA08450,Jessica Scott,1,1,0,0,Single Room,9/22/2024,50
HWA08451,Joshua Brown,1,3,1,0,Deluxe Room,9/22/2024,540
HWA08452,Margaret Hall,1,2,1,0,Single Room,9/16/2024,160
HWA08453,Paul Moore,1,3,1,0,Deluxe Room,7/28/2024,540
HWA08454,John Adams,1,2,1,0,Single Room,10/18/2023,160
HWA08455,Peter Clark,3,4,1,0,Deluxe Room,9/29/2023,720
HWA08456,Mark Jackson,1,3,1,0,Single Room,11/17/2024,240
HWA08457,Jessica Lopez,1,1,1,0,Single Room,7/2/2024,80
HWA08458,Steven Adams,1,6,1,0,Single Room,7/11/2023,480
HWA08459,Emma Hall,1,4,1,0,Single Room,12/23/2023,320
HWA08460,Deborah Jackson,1,3,1,0,Single Room,5/30/2024,240
HWA08461,Sandra Robinson,1,2,1,0,Single Room,10/30/2023,160
HWA08462,Daniel King,1,1,1,0,Single Room,10/4/2023,80
HWA08463,Deborah Rodriguez,1,1,1,0,Single Room,2/9/2024,80
HWA08464,Daniel Lewis,1,2,1,0,Family Room,10/14/2024,460
HWA08465,Matthew Young,1,1,1,0,Single Room,10/23/2024,80
HWA08466,Elizabeth Jackson,1,4,1,0,Single Room,10/13/2023,320
HWA08467,Charles Thompson,1,2,1,0,Single Room,10/18/2024,160
HWA08468,Robert Young,1,1,1,0,Single Room,3/1/2024,80
HWA08469,Robert King,1,5,1,0,Single Room,6/9/2024,400
HWA08470,Charles Martin,1,2,1,0,Single Room,12/9/2024,160
HWA08471,Emma Lopez,1,2,1,0,Single Room,8/7/2023,160
HWA08472,Susan Miller,1,1,1,0,Single Room,7/1/2024,80
HWA08473,Elizabeth Jackson,1,3,1,0,Single Room,4/19/2024,240
HWA08474,Judith Harris,1,1,0,1,Single Room,7/29/2024,50
HWA08475,Gregory Brown,1,2,1,0,Single Room,10/22/2024,160
HWA08476,Jessica Robinson,1,1,1,0,Single Room,5/22/2024,80
HWA08477,Anthony Lee,1,2,1,0,Single Room,6/15/2024,160
HWA08478,Dennis Rodriguez,1,3,0,0,Single Room,10/21/2023,150
HWA08479,Edward Martin,3,2,1,0,Deluxe Room,5/27/2024,360
HWA08480,Ryan Brown,1,1,0,0,Single Room,11/4/2024,50
HWA08481,Linda Brown,2,3,1,0,Deluxe Room,10/22/2023,540
HWA08482,Raymond Lewis,1,3,1,0,Single Room,6/6/2024,240
HWA08483,Matthew Anderson,1,1,1,0,Deluxe Room,6/4/2024,180
HWA08484,Frank Hill,1,2,1,0,Single Room,9/28/2024,160
HWA08485,Amanda Adams,1,1,1,0,Single Room,10/22/2024,80
HWA08486,Raymond Wilson,1,3,1,0,Single Room,2/17/2024,240
HWA08487,Sharon Robinson,1,1,1,0,Single Room,8/17/2023,80
HWA08488,David Perez,1,2,1,0,Single Room,6/24/2024,160
HWA08489,Ruth Robinson,1,2,1,0,Deluxe Room,9/27/2024,360
HWA08490,Nancy Johnson,1,1,1,0,Single Room,10/9/2024,80
HWA08491,Christopher Moore,1,3,0,0,Single Room,7/7/2024,150
HWA08492,James Martinez,3,4,1,0,Deluxe Room,11/2/2024,720
HWA08493,Jerry Anderson,1,2,1,0,Single Room,10/16/2023,160
HWA08494,Sandra Moore,3,4,1,0,Deluxe Room,4/10/2024,720
HWA08495,David Jackson,2,4,1,0,Double Room,9/12/2024,520
HWA08496,Kenneth Wilson,1,4,1,0,Single Room,7/27/2024,320
HWA08497,Margaret Jones,1,4,1,0,Single Room,8/10/2024,320
HWA08498,Laura Allen,1,2,1,0,Single Room,10/9/2023,160
HWA08499,Daniel Scott,1,2,1,0,Deluxe Room,5/10/2024,360
HWA08500,Robert Hernandez,1,3,1,0,Deluxe Room,10/25/2024,540
HWA08501,Kathleen Miller,1,2,1,0,Single Room,5/24/2024,160
HWA08502,Scott Harris,1,2,1,0,Single Room,6/24/2024,160
HWA08503,Dennis Lewis,1,1,1,0,Single Room,7/29/2024,80
HWA08504,Matthew Wright,1,2,0,0,Single Room,8/26/2024,100
HWA08505,Betty Lee,1,3,1,0,Single Room,6/14/2024,240
HWA08506,Christopher Davis,1,3,1,0,Single Room,10/13/2024,240
HWA08507,Charles Anderson,2,5,1,0,Deluxe Room,9/13/2024,900
HWA08508,Deborah Martin,1,3,0,0,Single Room,12/15/2024,150
HWA08509,Kimberly Torres,1,3,1,0,Deluxe Room,5/9/2024,540
HWA08510,Sandra Martin,1,1,0,0,Single Room,11/13/2024,50
HWA08511,Betty Martin,1,2,1,0,Single Room,10/16/2024,160
HWA08512,Helen Johnson,1,1,0,0,Single Room,6/30/2024,50
HWA08513,Michael Hill,1,2,1,0,Single Room,8/12/2023,160
HWA08514,Donald Flores,1,2,1,0,Single Room,10/30/2023,160
HWA08515,Sharon Anderson,1,5,1,0,Single Room,9/6/2024,400
HWA08516,Donald Hernandez,1,1,0,0,Single Room,4/24/2024,50
HWA08517,Michelle Wright,1,3,1,0,Single Room,12/1/2024,240
HWA08518,Stephanie Young,2,2,1,0,Deluxe Room,8/2/2024,360
HWA08519,Susan Thomas,1,4,1,0,Single Room,7/1/2023,320
HWA08520,Ronald Hill,1,2,1,0,Deluxe Room,10/5/2024,360
HWA08521,Jason Robinson,3,1,1,0,Deluxe Room,11/25/2024,180
HWA08522,Shirley Green,1,1,1,0,Deluxe Room,10/2/2024,180
HWA08523,Stephanie Lee,1,2,1,0,Single Room,5/24/2024,160
HWA08524,Sandra Young,3,2,1,0,Deluxe Room,8/26/2024,360
HWA08525,Kimberly Clark,1,2,1,0,Single Room,7/21/2024,160
HWA08526,Charles Martinez,1,1,0,0,Single Room,10/4/2024,50
HWA08527,Thomas Wilson,1,2,1,0,Single Room,9/18/2023,160
HWA08528,Mary Flores,1,2,1,0,Single Room,6/24/2024,160
HWA08529,Sharon Hill,1,1,1,0,Single Room,10/14/2024,80
HWA08530,Christopher Rodriguez,1,4,1,0,Deluxe Room,3/27/2024,720
HWA08531,Jason Hill,1,4,1,0,Single Room,10/5/2024,320
HWA08532,Christopher Adams,1,1,0,0,Single Room,8/13/2024,50
HWA08533,Rebecca Jones,1,2,1,0,Single Room,6/15/2024,160
HWA08534,Ryan Thompson,1,2,1,0,Single Room,4/12/2024,160
HWA08535,Emily Moore,1,3,1,0,Single Room,2/17/2024,240
HWA08536,Andrew Torres,1,1,1,0,Single Room,6/8/2024,80
HWA08537,George Moore,1,2,1,0,Single Room,5/20/2024,160
HWA08538,Donna Smith,1,3,1,0,Single Room,11/7/2024,240
HWA08539,Laura Johnson,1,2,1,0,Single Room,7/1/2023,160
HWA08540,Susan Lee,1,2,1,0,Single Room,4/23/2024,160
HWA08541,Deborah Young,1,3,1,0,Single Room,6/27/2024,240
HWA08542,Deborah Young,1,2,1,0,Single Room,11/4/2024,160
HWA08543,Emily Wilson,1,1,0,0,Single Room,4/4/2024,50
HWA08544,Ashley Perez,1,1,0,0,Single Room,10/16/2024,50
HWA08545,Kathleen Moore,1,2,1,0,Single Room,4/2/2024,160
HWA08546,William Miller,1,3,1,0,Single Room,5/13/2024,240
HWA08547,Helen Wilson,1,1,1,0,Single Room,9/15/2024,80
HWA08548,Christopher Garcia,1,1,1,0,Single Room,2/19/2024,80
HWA08549,Jerry Anderson,1,3,1,0,Single Room,11/29/2024,240
HWA08550,Melissa Garcia,1,1,1,0,Single Room,2/7/2024,80
HWA08551,Emily Garcia,1,3,1,0,Single Room,5/26/2024,240
HWA08552,Paul Hill,1,2,0,0,Single Room,5/16/2024,100
HWA08553,Samuel Martinez,1,2,0,0,Single Room,2/16/2024,100
HWA08554,Paul Taylor,1,2,1,0,Single Room,10/9/2023,160
HWA08555,Henry Lewis,1,1,1,1,Single Room,2/19/2024,80
HWA08556,Brian Torres,2,3,1,0,Family Room,3/24/2024,690
HWA08557,Charles Davis,1,3,1,0,Deluxe Room,5/21/2024,540
HWA08558,Emily Moore,1,2,1,0,Single Room,8/18/2024,160
HWA08559,Rebecca Perez,1,3,1,0,Deluxe Room,7/17/2024,540
HWA08560,Thomas Young,1,5,1,0,Deluxe Room,3/15/2024,900
HWA08561,Deborah Allen,1,1,1,0,Single Room,4/6/2024,80
HWA08562,Aaron Harris,1,1,1,0,Deluxe Room,11/3/2024,180
HWA08563,Matthew King,1,4,1,0,Single Room,12/9/2023,320
HWA08564,Michelle Perez,1,1,0,0,Single Room,4/3/2024,50
HWA08565,Patricia Harris,1,2,1,0,Single Room,8/18/2024,160
HWA08566,Linda Brown,1,3,1,0,Single Room,11/6/2024,240
HWA08567,Raymond Thompson,1,1,1,0,Single Room,8/21/2024,80
HWA08568,Deborah Anderson,1,2,1,0,Single Room,9/12/2024,160
HWA08569,Jerry Harris,1,1,1,0,Single Room,10/17/2023,80
HWA08570,James Harris,1,2,1,0,Single Room,4/23/2024,160
HWA08571,Joan White,1,1,0,0,Single Room,5/16/2024,50
HWA08572,Donald Hernandez,1,3,0,0,Single Room,11/23/2024,150
HWA08573,Jerry Hall,1,1,1,0,Single Room,10/10/2024,80
HWA08574,Samuel Clark,1,2,1,0,Single Room,12/5/2024,160
HWA08575,Raymond Flores,1,2,1,0,Single Room,9/9/2023,160
HWA08576,Sandra Clark,1,2,0,0,Single Room,10/9/2023,100
HWA08577,Ryan Adams,1,2,1,0,Single Room,8/13/2024,160
HWA08578,Ruth Brown,1,2,0,0,Single Room,5/13/2024,100
HWA08579,Mark Miller,1,2,1,0,Single Room,11/6/2023,160
HWA08580,Helen Davis,1,3,0,0,Single Room,12/24/2024,150
HWA08581,Laura Wright,1,1,1,0,Single Room,9/5/2024,80
HWA08582,Stephanie Thompson,1,2,1,0,Single Room,9/18/2023,160
HWA08583,William Young,1,4,1,0,Single Room,8/9/2024,320
HWA08584,Anthony Lewis,1,1,1,0,Single Room,5/29/2024,80
HWA08585,Dennis Martin,1,3,1,0,Single Room,10/12/2024,240
HWA08586,Helen Lee,1,1,1,0,Single Room,8/20/2024,80
HWA08587,Paul Wright,3,1,1,0,Deluxe Room,12/26/2023,180
HWA08588,Karen Lopez,1,1,0,0,Single Room,9/2/2024,50
HWA08589,Nancy Davis,1,1,1,0,Single Room,10/4/2023,80
HWA08590,Jennifer Thomas,1,3,1,0,Single Room,8/10/2024,240
HWA08591,Michael Torres,1,2,1,0,Single Room,11/4/2024,160
HWA08592,Frank Taylor,2,3,1,0,Deluxe Room,4/25/2024,540
HWA08593,Jason Robinson,1,1,1,0,Single Room,3/27/2024,80
HWA08594,Jeffrey Anderson,1,1,1,0,Single Room,11/27/2024,80
HWA08595,Henry Miller,1,2,1,0,Single Room,10/12/2023,160
HWA08596,Gregory Martinez,2,1,1,0,Deluxe Room,8/8/2024,180
HWA08597,Dorothy Harris,1,2,1,0,Single Room,9/18/2023,160
HWA08598,Michelle Walker,1,4,1,0,Deluxe Room,4/12/2024,720
HWA08599,Jeffrey Wilson,1,1,1,0,Single Room,5/2/2024,80
HWA08600,Elizabeth Lewis,1,4,0,0,Single Room,3/4/2024,200
HWA08601,Jennifer Taylor,1,2,1,0,Single Room,12/4/2023,160
HWA08602,Dorothy Hill,1,2,1,0,Single Room,10/21/2024,160
HWA08603,Donald Davis,1,1,1,1,Single Room,3/24/2024,80
HWA08604,Robert White,1,1,1,0,Deluxe Room,10/9/2024,180
HWA08605,Joan Thomas,1,3,1,0,Single Room,10/20/2023,240
HWA08606,Christopher Scott,1,2,1,0,Single Room,11/4/2024,160
HWA08607,Joseph Lopez,1,3,1,0,Single Room,5/5/2024,240
HWA08608,Robert Miller,1,2,1,0,Single Room,11/18/2024,160
HWA08609,Kathleen Hall,1,2,1,0,Single Room,11/11/2024,160
